375.95,27.635,58.852,12.325
206.31,44.805,95.868,25.617
145.47,50.382,96.102,24.671
239.28,45.853,97.008,21.44
247.63,24.69,57.433,13.504
249,43.711,81.923,25.919
379.99,42.886,87.642,23.366
290.4,42.894,93.866,23.132
259.89,25.716,60.175,16.687
276.13,50.22,89.794,23.676
398.73,45.194,91.146,24.024
375.54,43.904,88.579,23.812
367.94,26.748,55.471,12.901
227.08,49.557,92.467,24.936
396.23,49.744,95.606,21.191
256.41,45.125,89.781,23.593
370.22,25.712,54.253,13.858
236.11,47.002,91.939,24.629
278.25,44.081,91.866,23.528
358.25,43.062,93.623,23.112
407.09,27.363,54.101,11.341
398.88,39.43,92.025,22.694
279.46,45.395,85.535,24.836
260.84,47.183,95.284,22.869
318.88,22.347,52.528,13.64
187.8,47.258,87.423,20.48
257.26,44.438,92.604,23.302
315.41,44.178,88.748,21.683
404.75,25.246,47.12,14.803
203.58,45.41,92.765,21.505
363.09,48.567,90.752,23.191
244.78,45.373,91.04,25.041
312.71,26.822,54.137,14.945
209.04,48.396,83.644,20.723
161.88,44.981,87.761,22.955
146.73,46.083,92.247,22.677
415.61,26.935,58.798,14.929
296.36,50.712,90.914,22.927
350.02,48.794,90.949,22.912
325.54,45.348,86.186,24.429
437.82,25.55,55.793,15.359
239.92,46.033,90.443,22.554
239.77,42.705,87.899,24.548
210.65,44.709,92.276,21.018
287.69,24.922,55.587,12.837
218.17,42.708,91.148,22.529
331.03,47.292,92.206,23.094
198.77,49.468,94.9,22.426
251.54,23.183,53.087,13.149
355.88,43.662,93.233,22.066
306.28,47.065,93.538,23.282
252.04,45.413,90.525,23.681
360.84,28.52,57.859,13.232
346.4,45.765,85.792,23.203
354.55,49.45,90.569,20.709
240.99,42.054,95.329,23.686
257.93,25.844,56.703,13.82
273.83,42.593,93.766,23.292
200.46,48.288,91.287,21.29
299.75,50.632,93.369,25.904
222.27,27.99,60.72,14.522
372.29,45.498,88.329,22.772
323.07,50.2,93.771,22.801
354.51,45.663,91.752,21.753
307.36,28.488,52.14,12.136
216.82,46.948,89.843,23.532
161.87,41.106,87.524,23.744
363.01,46.861,89.038,23.969
408.97,27.688,47.85,13.344
226.41,41.855,89.354,20.224
290.68,45.556,97.208,24.357
211.72,47.654,89.432,22.098
400.6,21.573,56.179,13.566
209.88,42.019,88.972,24.935
266.18,44.212,93.638,22.902
227.47,42.844,87.62,24.991
431.15,27.596,57.623,11.322
384.96,44.422,103.1,20.495
387.59,46.656,88.244,24.016
301.23,47.894,89.24,22.61
221.32,26.635,59.479,15.154
262.61,42.381,87.729,22.614
233.7,46.57,92.317,22.618
205.67,45.337,85.251,23.741
271.74,23.845,52.27,12.554
405.98,46.742,88.041,23.109
240.89,48.058,95.402,23.651
247.39,46.455,89.581,23.519
335,24.558,54.382,13.741
211.2,48.314,92.536,22.209
172.2,47.781,100.63,20.43
329.48,41.963,95.24,21.858
325.96,24.056,55.809,13.612
297.54,44.852,90.154,21.575
303.22,43.719,87.77,22.131
247.39,45.645,90.852,20.959
247.36,26.864,52.969,14.596
400.78,46.967,88.359,22.293
289.7,43.301,91.256,23.814
213.39,45.72,87.434,22.912
377.67,26.17,57.945,14.225
404.21,42.585,89.339,21.104
309.25,56.193,96.912,19.489
143.1,47.486,87.359,20.018
268.48,25.575,59.695,13.917
328.73,45.106,96.655,21.439
349.67,44.881,92.817,22.948
186.92,43.604,83.487,22.252
381.64,25.994,55.605,14.729
397.64,49.064,85.94,25.371
378.76,47.759,90.764,22.949
143.82,47.79,94.526,21.658
393.44,24.887,57.958,12.994
260.97,48.552,85.738,21.687
375.73,45.242,93.527,21.021
156.47,49.843,95.775,20.021
247.99,26.872,55.362,15.02
395.33,44.107,92.763,23.501
187.38,49.156,97.087,22.466
221.39,43.612,92.246,23.26
300.88,28.198,58.147,13.903
421.43,50.06,90.906,22.89
243.1,44.2,94.501,20.544
284.17,49.156,90.42,22.886
217.41,24.244,64.168,13.698
287.55,49.235,90.718,21.314
155.36,50.631,90.375,23.666
184.28,47.254,92.277,23.026
306.73,27.837,55.977,13.537
412.67,42.362,91.766,21.056
199.13,44.976,93.705,23.15
299.01,46.754,86.53,20.211
402.68,27.793,58.698,11.745
339.03,47.003,88.001,21.567
187.52,47.814,83.121,22.289
356.53,45.422,89.461,22.625
306.55,25.841,56.323,14.924
386.76,47.75,91.212,23.212
158.54,42.885,93.109,24.172
197.94,48.879,82.961,23.816
217.64,26.099,60.812,14.38
240.16,46.676,88.956,23.998
186.47,51.689,86.689,23.628
307.56,44.404,89.023,22.937
307.86,24.407,58.46,13.35
424.13,44.846,94.06,22.53
395.21,47.972,92.976,23.265
269.21,47.897,88.556,24.068
358.79,24.054,52.541,11.755
300.27,45.818,90.669,24.112
267.98,43.447,89.354,24.115
174.8,46.742,94.735,21.675
416.22,28.586,55.127,12.359
206.97,42.844,83.841,22.337
366.81,45.5,91.328,25.005
221.78,44.478,87.982,22.213
365.89,21.498,56.168,14.685
311.43,44.204,82.424,18.687
324.16,44.701,90.053,21.929
263.8,45.704,91.987,20.351
329.81,20.976,53.701,15.122
204.71,44.226,91.281,21.562
234.09,47.519,95.959,23.399
267.37,48.696,92.478,24.259
392.18,21.85,51.2,17.138
184.96,43.739,83.784,21.426
342.78,45.67,92.799,20.062
231.06,52.982,87.21,22.799
279.04,28.326,50.407,14.013
278.14,40.048,94.571,24.509
155.51,47.29,96.558,25.813
205.52,42.607,90.938,23.8
386.59,28.736,53.27,13.097
234.13,42.436,94.144,22.039
306.27,47.432,100.08,23.422
284.49,45.428,84.143,24.252
347.48,30.699,56.67,13.07
397.83,44.179,97.074,22.702
238.24,42.909,90.731,23.424
360.02,46.449,88.094,23.039
272.39,25.527,55.516,14.5
399.92,40.806,87.166,25.352
369.1,52.463,95.968,24.647
305.63,47.473,92.636,20.583
319.45,25.762,59.656,14.356
291.53,43.654,88.152,23.125
194.68,43.293,91.957,23.53
181.89,53.472,91.271,19.969
344.84,28.453,52.956,14.2
280.19,41.549,84.869,24.119
382.09,41.28,94.175,22.83
280.61,46.723,91.882,22.338
309.31,24.819,53.991,14.014
393.84,44.285,88.765,23.595
248.25,45.177,93.18,23.42
237.15,43.974,91.108,21.961
386.55,23.577,48.677,13.139
268.45,44.846,92.165,22.563
334.3,44.601,87.614,24.28
193.35,46.681,91.372,20.701
302.94,27.074,52.144,13.416
254.17,41.008,87.863,23.704
332.14,45.578,88.572,20.675
302.54,46.633,86.894,20.848
434.36,27.616,53.886,13.992
274.1,42.858,87.317,24.872
373.9,48.934,95.028,23.441
188.79,45.41,90.56,22.753
309.44,26.963,58.979,13.252
400.29,52.176,80.645,21.954
387.78,50.067,91.168,20.725
340.61,48.499,93.034,22.474
214.65,26.289,47.328,12.054
252.29,51.642,88.529,21.989
316.17,43.111,94.8,21.115
250.5,48.309,93.661,22.787
320.61,28.389,57.721,15.085
354.44,39.789,92.721,26.111
377.24,47.458,90.838,24.879
276.27,46.796,93.401,24.411
413.85,25.394,56.714,13.25
260.03,48.25,89.923,22.282
