65.703,30.158,62.392,15.159
11.762,25.481,56.87,13.01
33.879,23.528,46.982,13.243
31.035,21.247,52.925,10.973
19.955,18.189,49.952,11.378
76.429,31.938,61.849,16.299
59.236,38.822,83.536,18.877
71.029,44.685,89.155,18.176
55.329,42.803,84.25,21.636
57.475,49.025,82.629,21.375
42.312,55.421,89.304,22.221
34.103,45.606,97.619,23.952
27.823,47.244,92.747,25.107
43.551,43.848,99.661,21.421
42.623,39.627,81.512,22.628
53.243,42.622,83.375,20.523
29.618,45.011,89.369,21.491
31.062,52.544,107.11,27.552
29.302,57.076,111.02,26.191
50.479,47.865,95.117,26.979
3.7867,47.665,106.18,27.821
46.88,44.895,93.612,23.673
56.325,37.878,72.179,18.785
48.518,30.856,63.378,16.645
35.799,29.025,61.065,15.798
67.208,28.827,58.537,15.418
67.995,23.812,48.096,11.503
33.009,22.487,47.924,10.272
69.089,24.117,53.882,15.502
42.611,32.309,56.942,16.981
60.16,43.639,80.751,18.128
41.196,32.734,90.451,18.005
66.126,41.213,100.3,16.619
16.66,48.819,94.226,20.576
25.736,44.229,89.965,25.68
14.691,46.082,90.266,22.676
32.038,46.116,94.001,21.64
54.531,41.681,93.907,21.493
35.488,47.289,83.948,25.205
8.865,43.991,90.914,23.275
43.618,48.882,92.169,23.08
54.901,53.842,113.99,26.553
54.384,53.467,106.02,29.258
7.054,51.274,102.72,26.238
35.853,52.366,93.66,26.062
13.088,44.246,100.76,20.967
59.693,37.95,73.075,16.445
62.531,32.811,72.531,17.123
31.747,27.97,60.5,16.026
67.514,27.279,55.9,14.045
51.032,22.172,54.77,11.66
36.427,22.339,49.224,14.03
29.459,25.245,49.705,14.006
44.736,26.012,68.275,14.465
57.559,41.388,89.214,23.105
18.331,40.617,94.095,20.163
63.26,45.235,86.169,23.614
16.214,46.132,90.902,25.21
58.942,46.852,97.482,22.521
16.165,47.672,96.048,24.105
64.164,50.57,92.188,25.803
17.639,43.52,92.744,23.971
40.159,39.375,81,19.371
53.634,41.369,93.549,20.615
43.352,48.774,95.351,20.334
8.8049,54.222,106.77,29.281
22.623,54.538,106.75,24.601
23.786,49.728,105.54,26.654
31.713,56.197,109.98,30.614
43.544,44.923,95.853,24.366
43.833,36.977,71.624,18.31
23.942,33.577,66.57,17.034
33.684,30.146,61.278,14.489
28.406,28.794,60.231,14.547
61.173,22.848,47.969,11.474
23.536,24.132,50.758,12.075
56.787,25.313,56.646,11.675
29.749,34.164,61.993,14.379
50.52,44.66,80.351,19.66
28.461,47.536,97.065,21.226
35.13,40.168,88,23.987
35.574,47.603,95.464,24.889
60.108,44.664,92.308,28.546
20.955,49.833,96.674,21.478
21.389,44.501,95.51,23.489
15.672,44.795,92.618,22.84
56.989,42.334,89.239,21.779
24.861,40.281,75.298,21.106
25.892,44.589,89.83,20.204
39.521,47.917,102.82,27.783
17.8,54.29,109.87,23.817
46.887,47.384,108.71,22.505
14.904,51.634,112.21,28.728
16.934,49.325,93.673,23.677
29.452,34.389,73.355,19.773
56.445,34.676,66.255,17.563
52.854,27.711,57.953,14.327
43.73,29.527,53.585,14.703
